 i, m(i) , mdata(i) , weights(i) , loss(1,i) ,nobs(i)
  11,          0.28279070,          0.17733000,       3703.70370370,         -0.10546070,   1075,Assets<5     _Age_56._61._Mar_1._1._Fem_-999._999._Kid_-999._999._Edu_-999._999._XP_-999._999._FXP_-999._999._Coh_-999._999._LFP_-999._999._FLFP_-999._999._Ass_-999._999._Year_-999._999.              
  12,          0.29976303,          0.18510000,       2777.77777778,         -0.11466303,    844,Assets<5     _Age_61._66._Mar_1._1._Fem_-999._999._Kid_-999._999._Edu_-999._999._XP_-999._999._FXP_-999._999._Coh_-999._999._LFP_-999._999._FLFP_-999._999._Ass_-999._999._Year_-999._999.              
  13,          0.47272727,          0.18471000,       1041.66666667,         -0.28801727,    330,Assets<5     _Age_51._55._Mar_0._0._Fem_1._1._Kid_-999._999._Edu_-999._999._XP_-999._999._FXP_-999._999._Coh_-999._999._LFP_-999._999._FLFP_-999._999._Ass_-999._999._Year_-999._999.                   
  14,          0.38019169,          0.22293000,        909.09090909,         -0.15726169,    313,Assets<5     _Age_56._61._Mar_0._0._Fem_1._1._Kid_-999._999._Edu_-999._999._XP_-999._999._FXP_-999._999._Coh_-999._999._LFP_-999._999._FLFP_-999._999._Ass_-999._999._Year_-999._999.                   
  15,          0.37500000,          0.26415000,        819.67213115,         -0.11085000,    304,Assets<5     _Age_61._66._Mar_0._0._Fem_1._1._Kid_-999._999._Edu_-999._999._XP_-999._999._FXP_-999._999._Coh_-999._999._LFP_-999._999._FLFP_-999._999._Ass_-999._999._Year_-999._999.                   
  16,          0.46009390,          0.17241000,        609.75609756,         -0.28768390,    213,Assets<5     _Age_51._55._Mar_0._0._Fem_0._0._Kid_-999._999._Edu_-999._999._XP_-999._999._FXP_-999._999._Coh_-999._999._LFP_-999._999._FLFP_-999._999._Ass_-999._999._Year_-999._999.                   
  17,          0.41401274,          0.22857000,        396.82539683,         -0.18544274,    157,Assets<5     _Age_56._61._Mar_0._0._Fem_0._0._Kid_-999._999._Edu_-999._999._XP_-999._999._FXP_-999._999._Coh_-999._999._LFP_-999._999._FLFP_-999._999._Ass_-999._999._Year_-999._999.                   
  18,          0.48760331,          0.21429000,        332.22591362,         -0.27331331,    121,Assets<5     _Age_61._66._Mar_0._0._Fem_0._0._Kid_-999._999._Edu_-999._999._XP_-999._999._FXP_-999._999._Coh_-999._999._LFP_-999._999._FLFP_-999._999._Ass_-999._999._Year_-999._999.                   
  19,          0.14045416,          0.16694000,       4347.82608696,          0.02648584,   1189,Assets<10     _Age_51._55._Mar_1._1._Fem_-999._999._Kid_-999._999._Edu_-999._999._XP_-999._999._FXP_-999._999._Coh_-999._999._LFP_-999._999._FLFP_-999._999._Ass_-999._999._Year_-999._999.             
  20,          0.13209302,          0.18099000,       3703.70370370,          0.04889698,   1075,Assets<10     _Age_56._61._Mar_1._1._Fem_-999._999._Kid_-999._999._Edu_-999._999._XP_-999._999._FXP_-999._999._Coh_-999._999._LFP_-999._999._FLFP_-999._999._Ass_-999._999._Year_-999._999.             
  21,          0.12085308,          0.16346000,       3030.30303030,          0.04260692,    844,Assets<10     _Age_61._66._Mar_1._1._Fem_-999._999._Kid_-999._999._Edu_-999._999._XP_-999._999._FXP_-999._999._Coh_-999._999._LFP_-999._999._FLFP_-999._999._Ass_-999._999._Year_-999._999.             
  22,          0.12121212,          0.15924000,       1176.47058824,          0.03802788,    330,Assets<10     _Age_51._55._Mar_0._0._Fem_1._1._Kid_-999._999._Edu_-999._999._XP_-999._999._FXP_-999._999._Coh_-999._999._LFP_-999._999._FLFP_-999._999._Ass_-999._999._Year_-999._999.                  
  23,          0.09265176,          0.14650000,       1250.00000000,          0.05384824,    313,Assets<10     _Age_56._61._Mar_0._0._Fem_1._1._Kid_-999._999._Edu_-999._999._XP_-999._999._FXP_-999._999._Coh_-999._999._LFP_-999._999._FLFP_-999._999._Ass_-999._999._Year_-999._999.                  
  24,          0.10855263,          0.14465000,       1282.05128205,          0.03609737,    304,Assets<10     _Age_61._66._Mar_0._0._Fem_1._1._Kid_-999._999._Edu_-999._999._XP_-999._999._FXP_-999._999._Coh_-999._999._LFP_-999._999._FLFP_-999._999._Ass_-999._999._Year_-999._999.                  
  25,          0.18779343,          0.16092000,        645.16129032,         -0.02687343,    213,Assets<10     _Age_51._55._Mar_0._0._Fem_0._0._Kid_-999._999._Edu_-999._999._XP_-999._999._FXP_-999._999._Coh_-999._999._LFP_-999._999._FLFP_-999._999._Ass_-999._999._Year_-999._999.                  
  26,          0.15286624,          0.18571000,        462.96296296,          0.03284376,    157,Assets<10     _Age_56._61._Mar_0._0._Fem_0._0._Kid_-999._999._Edu_-999._999._XP_-999._999._FXP_-999._999._Coh_-999._999._LFP_-999._999._FLFP_-999._999._Ass_-999._999._Year_-999._999.                  
  27,          0.11570248,          0.12500000,        512.82051282,          0.00929752,    121,Assets<10     _Age_61._66._Mar_0._0._Fem_0._0._Kid_-999._999._Edu_-999._999._XP_-999._999._FXP_-999._999._Coh_-999._999._LFP_-999._999._FLFP_-999._999._Ass_-999._999._Year_-999._999.                  
  28,          0.45164003,          0.33556000,       2702.70270270,         -0.11608003,   1189,Assets>10     _Age_51._55._Mar_1._1._Fem_-999._999._Kid_-999._999._Edu_-999._999._XP_-999._999._FXP_-999._999._Coh_-999._999._LFP_-999._999._FLFP_-999._999._Ass_-999._999._Year_-999._999.             
  29,          0.48279070,          0.37477000,       2325.58139535,         -0.10802070,   1075,Assets>10     _Age_56._61._Mar_1._1._Fem_-999._999._Kid_-999._999._Edu_-999._999._XP_-999._999._FXP_-999._999._Coh_-999._999._LFP_-999._999._FLFP_-999._999._Ass_-999._999._Year_-999._999.             
  30,          0.48933649,          0.38702000,       1754.38596491,         -0.10231649,    844,Assets>10     _Age_61._66._Mar_1._1._Fem_-999._999._Kid_-999._999._Edu_-999._999._XP_-999._999._FXP_-999._999._Coh_-999._999._LFP_-999._999._FLFP_-999._999._Ass_-999._999._Year_-999._999.             
  31,          0.21818182,          0.29299000,        757.57575758,          0.07480818,    330,Assets>10     _Age_51._55._Mar_0._0._Fem_1._1._Kid_-999._999._Edu_-999._999._XP_-999._999._FXP_-999._999._Coh_-999._999._LFP_-999._999._FLFP_-999._999._Ass_-999._999._Year_-999._999.                  
  32,          0.30990415,          0.33121000,        709.21985816,          0.02130585,    313,Assets>10     _Age_56._61._Mar_0._0._Fem_1._1._Kid_-999._999._Edu_-999._999._XP_-999._999._FXP_-999._999._Coh_-999._999._LFP_-999._999._FLFP_-999._999._Ass_-999._999._Year_-999._999.                  
  33,          0.29276316,          0.28931000,        775.19379845,         -0.00345316,    304,Assets>10     _Age_61._66._Mar_0._0._Fem_1._1._Kid_-999._999._Edu_-999._999._XP_-999._999._FXP_-999._999._Coh_-999._999._LFP_-999._999._FLFP_-999._999._Ass_-999._999._Year_-999._999.                  
  34,          0.21126761,          0.25287000,        460.82949309,          0.04160239,    213,Assets>10     _Age_51._55._Mar_0._0._Fem_0._0._Kid_-999._999._Edu_-999._999._XP_-999._999._FXP_-999._999._Coh_-999._999._LFP_-999._999._FLFP_-999._999._Ass_-999._999._Year_-999._999.                  
  35,          0.29299363,          0.24286000,        380.22813688,         -0.05013363,    157,Assets>10     _Age_56._61._Mar_0._0._Fem_0._0._Kid_-999._999._Edu_-999._999._XP_-999._999._FXP_-999._999._Coh_-999._999._LFP_-999._999._FLFP_-999._999._Ass_-999._999._Year_-999._999.                  
  36,          0.24793388,          0.17857000,        381.67938931,         -0.06936388,    121,Assets>10     _Age_61._66._Mar_0._0._Fem_0._0._Kid_-999._999._Edu_-999._999._XP_-999._999._FXP_-999._999._Coh_-999._999._LFP_-999._999._FLFP_-999._999._Ass_-999._999._Year_-999._999.                  
  37,          0.86978297,          0.79890000,      12500.00000000,         -0.07088297,   4193,LFP     _Age_51._55._Mar_-999._999._Fem_0._0._Kid_-999._999._Edu_-999._999._XP_-999._999._FXP_-999._999._Coh_-999._999._LFP_-999._999._FLFP_-999._999._Ass_-999._999._Year_-999._999.                   
  38,          0.84972342,          0.71456000,       7692.30769231,         -0.13516342,   3254,LFP     _Age_56._60._Mar_-999._999._Fem_0._0._Kid_-999._999._Edu_-999._999._XP_-999._999._FXP_-999._999._Coh_-999._999._LFP_-999._999._FLFP_-999._999._Ass_-999._999._Year_-999._999.                   
  39,          0.74117205,          0.56573000,       5263.15789474,         -0.17544205,   2662,LFP     _Age_61._65._Mar_-999._999._Fem_0._0._Kid_-999._999._Edu_-999._999._XP_-999._999._FXP_-999._999._Coh_-999._999._LFP_-999._999._FLFP_-999._999._Ass_-999._999._Year_-999._999.                   
  40,          0.37638376,          0.29718000,       4347.82608696,         -0.07920376,   1897,LFP     _Age_66._70._Mar_-999._999._Fem_0._0._Kid_-999._999._Edu_-999._999._XP_-999._999._FXP_-999._999._Coh_-999._999._LFP_-999._999._FLFP_-999._999._Ass_-999._999._Year_-999._999.                   
  41,          0.21048387,          0.17230000,       4347.82608696,         -0.03818387,   1240,LFP     _Age_71._75._Mar_-999._999._Fem_0._0._Kid_-999._999._Edu_-999._999._XP_-999._999._FXP_-999._999._Coh_-999._999._LFP_-999._999._FLFP_-999._999._Ass_-999._999._Year_-999._999.                   
  42,          0.58356071,          0.38593000,       2439.02439024,         -0.19763071,   2932,LFP     _Age_51._55._Mar_1._1._Fem_1._1._Kid_-999._999._Edu_-999._999._XP_-999._999._FXP_-999._999._Coh_-999._999._LFP_-999._999._FLFP_-999._999._Ass_-999._999._Year_-999._999.                        
  43,          0.33860911,          0.35236000,       1754.38596491,          0.01375089,   2085,LFP     _Age_56._60._Mar_1._1._Fem_1._1._Kid_-999._999._Edu_-999._999._XP_-999._999._FXP_-999._999._Coh_-999._999._LFP_-999._999._FLFP_-999._999._Ass_-999._999._Year_-999._999.                        
  44,          0.21704394,          0.11498000,       2857.14285714,         -0.10206394,   1502,LFP     _Age_61._65._Mar_1._1._Fem_1._1._Kid_-999._999._Edu_-999._999._XP_-999._999._FXP_-999._999._Coh_-999._999._LFP_-999._999._FLFP_-999._999._Ass_-999._999._Year_-999._999.                        
  45,          0.10363248,          0.04520000,       4166.66666667,         -0.05843248,    936,LFP     _Age_66._70._Mar_1._1._Fem_1._1._Kid_-999._999._Edu_-999._999._XP_-999._999._FXP_-999._999._Coh_-999._999._LFP_-999._999._FLFP_-999._999._Ass_-999._999._Year_-999._999.                        
  46,          0.05758427,          0.03623000,       4000.00000000,         -0.02135427,    712,LFP     _Age_71._75._Mar_1._1._Fem_1._1._Kid_-999._999._Edu_-999._999._XP_-999._999._FXP_-999._999._Coh_-999._999._LFP_-999._999._FLFP_-999._999._Ass_-999._999._Year_-999._999.                        
  47,          0.75862069,          0.61279000,       1250.00000000,         -0.14583069,   1682,LFP     _Age_51._55._Mar_0._0._Fem_1._1._Kid_-999._999._Edu_-999._999._XP_-999._999._FXP_-999._999._Coh_-999._999._LFP_-999._999._FLFP_-999._999._Ass_-999._999._Year_-999._999.                        
  48,          0.62884161,          0.41079000,       1000.00000000,         -0.21805161,   1269,LFP     _Age_56._60._Mar_0._0._Fem_1._1._Kid_-999._999._Edu_-999._999._XP_-999._999._FXP_-999._999._Coh_-999._999._LFP_-999._999._FLFP_-999._999._Ass_-999._999._Year_-999._999.                        
  49,          0.27343750,          0.26848000,       1315.78947368,         -0.00495750,   1280,LFP     _Age_61._65._Mar_0._0._Fem_1._1._Kid_-999._999._Edu_-999._999._XP_-999._999._FXP_-999._999._Coh_-999._999._LFP_-999._999._FLFP_-999._999._Ass_-999._999._Year_-999._999.                        
  50,          0.00767018,          0.13810000,       1754.38596491,          0.13042982,   1043,LFP     _Age_66._70._Mar_0._0._Fem_1._1._Kid_-999._999._Edu_-999._999._XP_-999._999._FXP_-999._999._Coh_-999._999._LFP_-999._999._FLFP_-999._999._Ass_-999._999._Year_-999._999.                        
  51,          0.00375940,          0.05556000,       3125.00000000,          0.05180060,    798,LFP     _Age_71._75._Mar_0._0._Fem_1._1._Kid_-999._999._Edu_-999._999._XP_-999._999._FXP_-999._999._Coh_-999._999._LFP_-999._999._FLFP_-999._999._Ass_-999._999._Year_-999._999.                        
  52,          0.00000000,          0.04929000,      33333.33333333,          0.04929000,   3713,LFP     _Age_51._75._Mar_-999._999._Fem_1._1._Kid_-999._999._Edu_-999._999._XP_0._0._FXP_-999._999._Coh_-999._999._LFP_-999._999._FLFP_-999._999._Ass_-999._999._Year_-999._999.                        
  53,          0.42524510,          0.16242000,       7142.85714286,         -0.26282510,   1632,LFP     _Age_51._75._Mar_-999._999._Fem_1._1._Kid_-999._999._Edu_-999._999._XP_0._5._FXP_-999._999._Coh_-999._999._LFP_-999._999._FLFP_-999._999._Ass_-999._999._Year_-999._999.                        
  54,          0.49265460,          0.27842000,       7142.85714286,         -0.21423460,   2927,LFP     _Age_51._75._Mar_-999._999._Fem_1._1._Kid_-999._999._Edu_-999._999._XP_6._15._FXP_-999._999._Coh_-999._999._LFP_-999._999._FLFP_-999._999._Ass_-999._999._Year_-999._999.                       
  55,          0.53157541,          0.48748000,      12500.00000000,         -0.04409541,   5954,LFP     _Age_51._75._Mar_-999._999._Fem_1._1._Kid_-999._999._Edu_-999._999._XP_16._999._FXP_-999._999._Coh_-999._999._LFP_-999._999._FLFP_-999._999._Ass_-999._999._Year_-999._999.                     
  56,          0.32314025,          0.19920000,      25000.00000000,         -0.12394025,  10203,LFP     _Age_51._75._Mar_-999._999._Fem_1._1._Kid_-999._999._Edu_0._7._XP_-999._999._FXP_-999._999._Coh_-999._999._LFP_-999._999._FLFP_-999._999._Ass_-999._999._Year_-999._999.                        
  57,          0.40036986,          0.34527000,       7692.30769231,         -0.05509986,   2163,LFP     _Age_51._75._Mar_-999._999._Fem_1._1._Kid_-999._999._Edu_8._11._XP_-999._999._FXP_-999._999._Coh_-999._999._LFP_-999._999._FLFP_-999._999._Ass_-999._999._Year_-999._999.                       
  58,          0.57595346,          0.42706000,       5000.00000000,         -0.14889346,   1547,LFP     _Age_51._75._Mar_-999._999._Fem_1._1._Kid_-999._999._Edu_12._15._XP_-999._999._FXP_-999._999._Coh_-999._999._LFP_-999._999._FLFP_-999._999._Ass_-999._999._Year_-999._999.                      
  59,          0.79393939,          0.67752000,       1408.45070423,         -0.11641939,    330,LFP     _Age_51._75._Mar_-999._999._Fem_1._1._Kid_-999._999._Edu_16._999._XP_-999._999._FXP_-999._999._Coh_-999._999._LFP_-999._999._FLFP_-999._999._Ass_-999._999._Year_-999._999.                     
  60,          0.43562610,          0.39923000,       2173.91304348,         -0.03639610,   1134,LFP     _Age_51._75._Mar_-999._999._Fem_1._1._Kid_0._0._Edu_-999._999._XP_-999._999._FXP_-999._999._Coh_-999._999._LFP_-999._999._FLFP_-999._999._Ass_-999._999._Year_-999._999.                        
  61,          0.47698745,          0.38581000,       8333.33333333,         -0.09117745,   4063,LFP     _Age_51._75._Mar_-999._999._Fem_1._1._Kid_1._2._Edu_-999._999._XP_-999._999._FXP_-999._999._Coh_-999._999._LFP_-999._999._FLFP_-999._999._Ass_-999._999._Year_-999._999.                        
  62,          0.31881495,          0.25810000,      25000.00000000,         -0.06071495,   9046,LFP     _Age_51._75._Mar_-999._999._Fem_1._1._Kid_3._999._Edu_-999._999._XP_-999._999._FXP_-999._999._Coh_-999._999._LFP_-999._999._FLFP_-999._999._Ass_-999._999._Year_-999._999.                      
  63,          0.08566853,          0.34906000,       1408.45070423,          0.26339147,   1249,LFP     _Age_51._75._Mar_-999._999._Fem_1._1._Kid_-999._999._Edu_-999._999._XP_-999._999._FXP_-999._999._Coh_-999._999._LFP_-999._999._FLFP_-999._999._Ass_-999._999._Year_-999._999.                   
  64,          0.35109943,          0.28019000,       1030.92783505,         -0.07090943,   4184,LFP     _Age_51._75._Mar_-999._999._Fem_1._1._Kid_-999._999._Edu_-999._999._XP_-999._999._FXP_-999._999._Coh_-999._999._LFP_-999._999._FLFP_-999._999._Ass_-999._999._Year_-999._999.                   
  65,          0.33359498,          0.28791000,       2222.22222222,         -0.04568498,   1274,LFP     _Age_51._75._Mar_-999._999._Fem_1._1._Kid_-999._999._Edu_-999._999._XP_-999._999._FXP_-999._999._Coh_-999._999._LFP_-999._999._FLFP_-999._999._Ass_-999._999._Year_-999._999.                   
  66,          0.44851863,          0.28398000,       7142.85714286,         -0.16453863,   6818,LFP     _Age_51._75._Mar_-999._999._Fem_1._1._Kid_-999._999._Edu_-999._999._XP_-999._999._FXP_-999._999._Coh_-999._999._LFP_-999._999._FLFP_-999._999._Ass_-999._999._Year_-999._999.                   
  67,          0.04248806,          0.05668000,      33333.33333333,          0.01419194,   8167,Part-Time     _Age_51._75._Mar_1._1._Fem_1._1._Kid_-999._999._Edu_-999._999._XP_-999._999._FXP_-999._999._Coh_-999._999._LFP_-999._999._FLFP_-999._999._Ass_-999._999._Year_-999._999.                  
  68,          0.03442029,          0.07712000,      16666.66666667,          0.04269971,   6072,Part-Time     _Age_51._75._Mar_0._0._Fem_1._1._Kid_-999._999._Edu_-999._999._XP_-999._999._FXP_-999._999._Coh_-999._999._LFP_-999._999._FLFP_-999._999._Ass_-999._999._Year_-999._999.                  
  69,          0.65039759,          0.57358000,       6666.66666667,         -0.07681759,   3647,FLFP     _Age_51._55._Mar_-999._999._Fem_0._0._Kid_-999._999._Edu_-999._999._XP_-999._999._FXP_-999._999._Coh_-999._999._LFP_1._999._FLFP_-999._999._Ass_-999._999._Year_-999._999.                     
  70,          0.64231465,          0.57042000,       4545.45454545,         -0.07189465,   2765,FLFP     _Age_56._60._Mar_-999._999._Fem_0._0._Kid_-999._999._Edu_-999._999._XP_-999._999._FXP_-999._999._Coh_-999._999._LFP_1._999._FLFP_-999._999._Ass_-999._999._Year_-999._999.                     
  71,          0.51900659,          0.46888000,       2941.17647059,         -0.05012659,   1973,FLFP     _Age_61._65._Mar_-999._999._Fem_0._0._Kid_-999._999._Edu_-999._999._XP_-999._999._FXP_-999._999._Coh_-999._999._LFP_1._999._FLFP_-999._999._Ass_-999._999._Year_-999._999.                     
  72,          0.45098039,          0.38686000,       1149.42528736,         -0.06412039,    714,FLFP     _Age_66._70._Mar_-999._999._Fem_0._0._Kid_-999._999._Edu_-999._999._XP_-999._999._FXP_-999._999._Coh_-999._999._LFP_1._999._FLFP_-999._999._Ass_-999._999._Year_-999._999.                     
  73,          0.52293271,          0.59773000,       4347.82608696,          0.07479729,   2987,FLFP     _Age_51._55._Mar_-999._999._Fem_1._1._Kid_-999._999._Edu_-999._999._XP_-999._999._FXP_-999._999._Coh_-999._999._LFP_1._999._FLFP_-999._999._Ass_-999._999._Year_-999._999.                     
  74,          0.50598404,          0.52769000,       2631.57894737,          0.02170596,   1504,FLFP     _Age_56._60._Mar_-999._999._Fem_1._1._Kid_-999._999._Edu_-999._999._XP_-999._999._FXP_-999._999._Coh_-999._999._LFP_1._999._FLFP_-999._999._Ass_-999._999._Year_-999._999.                     
  75,          0.47485207,          0.41606000,       1123.59550562,         -0.05879207,    676,FLFP     _Age_61._65._Mar_-999._999._Fem_1._1._Kid_-999._999._Edu_-999._999._XP_-999._999._FXP_-999._999._Coh_-999._999._LFP_1._999._FLFP_-999._999._Ass_-999._999._Year_-999._999.                     
  76,          0.44761905,          0.31683000,        467.28971963,         -0.13078905,    105,FLFP     _Age_66._70._Mar_-999._999._Fem_1._1._Kid_-999._999._Edu_-999._999._XP_-999._999._FXP_-999._999._Coh_-999._999._LFP_1._999._FLFP_-999._999._Ass_-999._999._Year_-999._999.                     
  77,          0.29545455,          0.30556000,        169.77928693,          0.01010545,     44,FLFP     _Age_71._75._Mar_-999._999._Fem_1._1._Kid_-999._999._Edu_-999._999._XP_-999._999._FXP_-999._999._Coh_-999._999._LFP_1._999._FLFP_-999._999._Ass_-999._999._Year_-999._999.                     
  78,          0.53655400,          0.50074000,       8333.33333333,         -0.03581400,   5444,FLFP     _Age_51._75._Mar_-999._999._Fem_0._0._Kid_-999._999._Edu_0._7._XP_-999._999._FXP_-999._999._Coh_-999._999._LFP_1._999._FLFP_-999._999._Ass_-999._999._Year_-999._999.                          
  79,          0.67074236,          0.47842000,       3333.33333333,         -0.19232236,   2290,FLFP     _Age_51._75._Mar_-999._999._Fem_0._0._Kid_-999._999._Edu_8._11._XP_-999._999._FXP_-999._999._Coh_-999._999._LFP_1._999._FLFP_-999._999._Ass_-999._999._Year_-999._999.                         
  80,          0.69133034,          0.62549000,       3333.33333333,         -0.06584034,   1338,FLFP     _Age_51._75._Mar_-999._999._Fem_0._0._Kid_-999._999._Edu_12._15._XP_-999._999._FXP_-999._999._Coh_-999._999._LFP_1._999._FLFP_-999._999._Ass_-999._999._Year_-999._999.                        
  81,          0.69097222,          0.67925000,        970.87378641,         -0.01172222,    288,FLFP     _Age_51._75._Mar_-999._999._Fem_0._0._Kid_-999._999._Edu_16._999._XP_-999._999._FXP_-999._999._Coh_-999._999._LFP_1._999._FLFP_-999._999._Ass_-999._999._Year_-999._999.                       
  82,          0.40339703,          0.37750000,       3448.27586207,         -0.02589703,   3297,FLFP     _Age_51._75._Mar_-999._999._Fem_1._1._Kid_-999._999._Edu_0._7._XP_-999._999._FXP_-999._999._Coh_-999._999._LFP_1._999._FLFP_-999._999._Ass_-999._999._Year_-999._999.                          
  83,          0.54157044,          0.53741000,       2380.95238095,         -0.00416044,    866,FLFP     _Age_51._75._Mar_-999._999._Fem_1._1._Kid_-999._999._Edu_8._11._XP_-999._999._FXP_-999._999._Coh_-999._999._LFP_1._999._FLFP_-999._999._Ass_-999._999._Year_-999._999.                         
  84,          0.76543210,          0.63550000,       2272.72727273,         -0.12993210,    891,FLFP     _Age_51._75._Mar_-999._999._Fem_1._1._Kid_-999._999._Edu_12._15._XP_-999._999._FXP_-999._999._Coh_-999._999._LFP_1._999._FLFP_-999._999._Ass_-999._999._Year_-999._999.                        
  85,          0.85114504,          0.87500000,       1886.79245283,          0.02385496,    262,FLFP     _Age_51._75._Mar_-999._999._Fem_1._1._Kid_-999._999._Edu_16._999._XP_-999._999._FXP_-999._999._Coh_-999._999._LFP_1._999._FLFP_-999._999._Ass_-999._999._Year_-999._999.                       
  86,          0.00000000,          0.07853000,       8333.33333333,          0.07853000,   1319,FLFP     _Age_51._75._Mar_-999._999._Fem_0._0._Kid_-999._999._Edu_-999._999._XP_-999._999._FXP_0._0._Coh_-999._999._LFP_1._999._FLFP_-999._999._Ass_-999._999._Year_-999._999.                          
  87,          0.70117647,          0.27684000,       2631.57894737,         -0.42433647,   1700,FLFP     _Age_51._75._Mar_-999._999._Fem_0._0._Kid_-999._999._Edu_-999._999._XP_-999._999._FXP_1._10._Coh_-999._999._LFP_1._999._FLFP_-999._999._Ass_-999._999._Year_-999._999.                         
  88,          0.69202841,          0.68673000,      12500.00000000,         -0.00529841,   6335,FLFP     _Age_51._75._Mar_-999._999._Fem_0._0._Kid_-999._999._Edu_-999._999._XP_-999._999._FXP_11._999._Coh_-999._999._LFP_1._999._FLFP_-999._999._Ass_-999._999._Year_-999._999.                       
  89,          0.00000000,          0.06623000,       7142.85714286,          0.06623000,   1145,FLFP     _Age_51._75._Mar_-999._999._Fem_1._1._Kid_-999._999._Edu_-999._999._XP_-999._999._FXP_0._0._Coh_-999._999._LFP_1._999._FLFP_-999._999._Ass_-999._999._Year_-999._999.                          
  90,          0.54172015,          0.46320000,       1851.85185185,         -0.07852015,   1558,FLFP     _Age_51._75._Mar_-999._999._Fem_1._1._Kid_-999._999._Edu_-999._999._XP_-999._999._FXP_1._10._Coh_-999._999._LFP_1._999._FLFP_-999._999._Ass_-999._999._Year_-999._999.                         
  91,          0.71450677,          0.73768000,       6250.00000000,          0.02317323,   2585,FLFP     _Age_51._75._Mar_-999._999._Fem_1._1._Kid_-999._999._Edu_-999._999._XP_-999._999._FXP_11._999._Coh_-999._999._LFP_1._999._FLFP_-999._999._Ass_-999._999._Year_-999._999.                       
  92,          0.23715306,          0.14200000,      14285.71428571,         -0.09515306,   3639,HHLFP     _Age_51._75._Mar_1._1._Fem_-999._999._Kid_-999._999._Edu_-999._999._XP_-999._999._FXP_-999._999._Coh_-999._999._LFP_-999._999._FLFP_-999._999._Ass_-999._999._Year_-999._999.                 
  93,          0.29156362,          0.34298000,       8333.33333333,          0.05141638,   3639,HHLFP     _Age_51._75._Mar_1._1._Fem_-999._999._Kid_-999._999._Edu_-999._999._XP_-999._999._FXP_-999._999._Coh_-999._999._LFP_-999._999._FLFP_-999._999._Ass_-999._999._Year_-999._999.                 
  94,          0.08985985,          0.06608000,      33333.33333333,         -0.02377985,   3639,HHLFP     _Age_51._75._Mar_1._1._Fem_-999._999._Kid_-999._999._Edu_-999._999._XP_-999._999._FXP_-999._999._Coh_-999._999._LFP_-999._999._FLFP_-999._999._Ass_-999._999._Year_-999._999.                 
