 i, m(i) , mdata(i) , weights(i) , loss(1,i) ,nobs(i)
  31,          0.21710526,          0.29299000,        757.57575758,          0.07588474,    304,Assets>10     _Age_51._55._Mar_0._0._Fem_1._1._Kid_-999._999._Edu_-999._999._XP_-999._999._FXP_-999._999._Coh_-999._999._LFP_-999._999._FLFP_-999._999._Ass_-999._999._Year_-999._999.                  
  32,          0.33554817,          0.33121000,        709.21985816,         -0.00433817,    301,Assets>10     _Age_56._61._Mar_0._0._Fem_1._1._Kid_-999._999._Edu_-999._999._XP_-999._999._FXP_-999._999._Coh_-999._999._LFP_-999._999._FLFP_-999._999._Ass_-999._999._Year_-999._999.                  
  33,          0.29166667,          0.28931000,        775.19379845,         -0.00235667,    312,Assets>10     _Age_61._66._Mar_0._0._Fem_1._1._Kid_-999._999._Edu_-999._999._XP_-999._999._FXP_-999._999._Coh_-999._999._LFP_-999._999._FLFP_-999._999._Ass_-999._999._Year_-999._999.                  
  34,          0.23316062,          0.25287000,        460.82949309,          0.01970938,    193,Assets>10     _Age_51._55._Mar_0._0._Fem_0._0._Kid_-999._999._Edu_-999._999._XP_-999._999._FXP_-999._999._Coh_-999._999._LFP_-999._999._FLFP_-999._999._Ass_-999._999._Year_-999._999.                  
  35,          0.34532374,          0.24286000,        380.22813688,         -0.10246374,    139,Assets>10     _Age_56._61._Mar_0._0._Fem_0._0._Kid_-999._999._Edu_-999._999._XP_-999._999._FXP_-999._999._Coh_-999._999._LFP_-999._999._FLFP_-999._999._Ass_-999._999._Year_-999._999.                  
  36,          0.23577236,          0.17857000,        381.67938931,         -0.05720236,    123,Assets>10     _Age_61._66._Mar_0._0._Fem_0._0._Kid_-999._999._Edu_-999._999._XP_-999._999._FXP_-999._999._Coh_-999._999._LFP_-999._999._FLFP_-999._999._Ass_-999._999._Year_-999._999.                  
  37,          0.86130341,          0.79890000,      12500.00000000,         -0.06240341,   4189,LFP     _Age_51._55._Mar_-999._999._Fem_0._0._Kid_-999._999._Edu_-999._999._XP_-999._999._FXP_-999._999._Coh_-999._999._LFP_-999._999._FLFP_-999._999._Ass_-999._999._Year_-999._999.                   
  38,          0.83860080,          0.71456000,       7692.30769231,         -0.12404080,   3259,LFP     _Age_56._60._Mar_-999._999._Fem_0._0._Kid_-999._999._Edu_-999._999._XP_-999._999._FXP_-999._999._Coh_-999._999._LFP_-999._999._FLFP_-999._999._Ass_-999._999._Year_-999._999.                   
  39,          0.72276484,          0.56573000,       5263.15789474,         -0.15703484,   2662,LFP     _Age_61._65._Mar_-999._999._Fem_0._0._Kid_-999._999._Edu_-999._999._XP_-999._999._FXP_-999._999._Coh_-999._999._LFP_-999._999._FLFP_-999._999._Ass_-999._999._Year_-999._999.                   
  40,          0.36096537,          0.29718000,       4347.82608696,         -0.06378537,   1906,LFP     _Age_66._70._Mar_-999._999._Fem_0._0._Kid_-999._999._Edu_-999._999._XP_-999._999._FXP_-999._999._Coh_-999._999._LFP_-999._999._FLFP_-999._999._Ass_-999._999._Year_-999._999.                   
  41,          0.20383693,          0.17230000,       4347.82608696,         -0.03153693,   1251,LFP     _Age_71._75._Mar_-999._999._Fem_0._0._Kid_-999._999._Edu_-999._999._XP_-999._999._FXP_-999._999._Coh_-999._999._LFP_-999._999._FLFP_-999._999._Ass_-999._999._Year_-999._999.                   
  42,          0.57847682,          0.38593000,       2439.02439024,         -0.19254682,   3020,LFP     _Age_51._55._Mar_1._1._Fem_1._1._Kid_-999._999._Edu_-999._999._XP_-999._999._FXP_-999._999._Coh_-999._999._LFP_-999._999._FLFP_-999._999._Ass_-999._999._Year_-999._999.                        
  43,          0.32164563,          0.35236000,       1754.38596491,          0.03071437,   2139,LFP     _Age_56._60._Mar_1._1._Fem_1._1._Kid_-999._999._Edu_-999._999._XP_-999._999._FXP_-999._999._Coh_-999._999._LFP_-999._999._FLFP_-999._999._Ass_-999._999._Year_-999._999.                        
  44,          0.21812081,          0.11498000,       2857.14285714,         -0.10314081,   1490,LFP     _Age_61._65._Mar_1._1._Fem_1._1._Kid_-999._999._Edu_-999._999._XP_-999._999._FXP_-999._999._Coh_-999._999._LFP_-999._999._FLFP_-999._999._Ass_-999._999._Year_-999._999.                        
  45,          0.11468382,          0.04520000,       4166.66666667,         -0.06948382,    933,LFP     _Age_66._70._Mar_1._1._Fem_1._1._Kid_-999._999._Edu_-999._999._XP_-999._999._FXP_-999._999._Coh_-999._999._LFP_-999._999._FLFP_-999._999._Ass_-999._999._Year_-999._999.                        
  46,          0.03797468,          0.03623000,       4000.00000000,         -0.00174468,    711,LFP     _Age_71._75._Mar_1._1._Fem_1._1._Kid_-999._999._Edu_-999._999._XP_-999._999._FXP_-999._999._Coh_-999._999._LFP_-999._999._FLFP_-999._999._Ass_-999._999._Year_-999._999.                        
  47,          0.77309868,          0.61279000,       1250.00000000,         -0.16030868,   1591,LFP     _Age_51._55._Mar_0._0._Fem_1._1._Kid_-999._999._Edu_-999._999._XP_-999._999._FXP_-999._999._Coh_-999._999._LFP_-999._999._FLFP_-999._999._Ass_-999._999._Year_-999._999.                        
  48,          0.63175123,          0.41079000,       1000.00000000,         -0.22096123,   1222,LFP     _Age_56._60._Mar_0._0._Fem_1._1._Kid_-999._999._Edu_-999._999._XP_-999._999._FXP_-999._999._Coh_-999._999._LFP_-999._999._FLFP_-999._999._Ass_-999._999._Year_-999._999.                        
  49,          0.28449612,          0.26848000,       1315.78947368,         -0.01601612,   1290,LFP     _Age_61._65._Mar_0._0._Fem_1._1._Kid_-999._999._Edu_-999._999._XP_-999._999._FXP_-999._999._Coh_-999._999._LFP_-999._999._FLFP_-999._999._Ass_-999._999._Year_-999._999.                        
  50,          0.00771456,          0.13810000,       1754.38596491,          0.13038544,   1037,LFP     _Age_66._70._Mar_0._0._Fem_1._1._Kid_-999._999._Edu_-999._999._XP_-999._999._FXP_-999._999._Coh_-999._999._LFP_-999._999._FLFP_-999._999._Ass_-999._999._Year_-999._999.                        
  51,          0.00519481,          0.05556000,       3125.00000000,          0.05036519,    770,LFP     _Age_71._75._Mar_0._0._Fem_1._1._Kid_-999._999._Edu_-999._999._XP_-999._999._FXP_-999._999._Coh_-999._999._LFP_-999._999._FLFP_-999._999._Ass_-999._999._Year_-999._999.                        
  52,          0.00000000,          0.04929000,      33333.33333333,          0.04929000,   3611,LFP     _Age_51._75._Mar_-999._999._Fem_1._1._Kid_-999._999._Edu_-999._999._XP_0._0._FXP_-999._999._Coh_-999._999._LFP_-999._999._FLFP_-999._999._Ass_-999._999._Year_-999._999.                        
  53,          0.41193182,          0.16242000,       7142.85714286,         -0.24951182,   1760,LFP     _Age_51._75._Mar_-999._999._Fem_1._1._Kid_-999._999._Edu_-999._999._XP_0._5._FXP_-999._999._Coh_-999._999._LFP_-999._999._FLFP_-999._999._Ass_-999._999._Year_-999._999.                        
  54,          0.46188034,          0.27842000,       7142.85714286,         -0.18346034,   2925,LFP     _Age_51._75._Mar_-999._999._Fem_1._1._Kid_-999._999._Edu_-999._999._XP_6._15._FXP_-999._999._Coh_-999._999._LFP_-999._999._FLFP_-999._999._Ass_-999._999._Year_-999._999.                       
  55,          0.54052676,          0.48748000,      12500.00000000,         -0.05304676,   5885,LFP     _Age_51._75._Mar_-999._999._Fem_1._1._Kid_-999._999._Edu_-999._999._XP_16._999._FXP_-999._999._Coh_-999._999._LFP_-999._999._FLFP_-999._999._Ass_-999._999._Year_-999._999.                     
  56,          0.32058968,          0.19920000,      25000.00000000,         -0.12138968,  10175,LFP     _Age_51._75._Mar_-999._999._Fem_1._1._Kid_-999._999._Edu_0._7._XP_-999._999._FXP_-999._999._Coh_-999._999._LFP_-999._999._FLFP_-999._999._Ass_-999._999._Year_-999._999.                        
  57,          0.42019544,          0.34527000,       7692.30769231,         -0.07492544,   2149,LFP     _Age_51._75._Mar_-999._999._Fem_1._1._Kid_-999._999._Edu_8._11._XP_-999._999._FXP_-999._999._Coh_-999._999._LFP_-999._999._FLFP_-999._999._Ass_-999._999._Year_-999._999.                       
  58,          0.54510309,          0.42706000,       5000.00000000,         -0.11804309,   1552,LFP     _Age_51._75._Mar_-999._999._Fem_1._1._Kid_-999._999._Edu_12._15._XP_-999._999._FXP_-999._999._Coh_-999._999._LFP_-999._999._FLFP_-999._999._Ass_-999._999._Year_-999._999.                      
  59,          0.79758308,          0.67752000,       1408.45070423,         -0.12006308,    331,LFP     _Age_51._75._Mar_-999._999._Fem_1._1._Kid_-999._999._Edu_16._999._XP_-999._999._FXP_-999._999._Coh_-999._999._LFP_-999._999._FLFP_-999._999._Ass_-999._999._Year_-999._999.                     
  60,          0.44774775,          0.39923000,       2173.91304348,         -0.04851775,   1110,LFP     _Age_51._75._Mar_-999._999._Fem_1._1._Kid_0._0._Edu_-999._999._XP_-999._999._FXP_-999._999._Coh_-999._999._LFP_-999._999._FLFP_-999._999._Ass_-999._999._Year_-999._999.                        
  61,          0.49235323,          0.38581000,       8333.33333333,         -0.10654323,   4054,LFP     _Age_51._75._Mar_-999._999._Fem_1._1._Kid_1._2._Edu_-999._999._XP_-999._999._FXP_-999._999._Coh_-999._999._LFP_-999._999._FLFP_-999._999._Ass_-999._999._Year_-999._999.                        
  62,          0.30764127,          0.25810000,      25000.00000000,         -0.04954127,   9043,LFP     _Age_51._75._Mar_-999._999._Fem_1._1._Kid_3._999._Edu_-999._999._XP_-999._999._FXP_-999._999._Coh_-999._999._LFP_-999._999._FLFP_-999._999._Ass_-999._999._Year_-999._999.                      
  63,          0.08710218,          0.34906000,       1408.45070423,          0.26195782,   1194,LFP     _Age_51._75._Mar_-999._999._Fem_1._1._Kid_-999._999._Edu_-999._999._XP_-999._999._FXP_-999._999._Coh_-999._999._LFP_-999._999._FLFP_-999._999._Ass_-999._999._Year_-999._999.                   
  64,          0.34412955,          0.28019000,       1030.92783505,         -0.06393955,   4199,LFP     _Age_51._75._Mar_-999._999._Fem_1._1._Kid_-999._999._Edu_-999._999._XP_-999._999._FXP_-999._999._Coh_-999._999._LFP_-999._999._FLFP_-999._999._Ass_-999._999._Year_-999._999.                   
  65,          0.30310078,          0.28791000,       2222.22222222,         -0.01519078,   1290,LFP     _Age_51._75._Mar_-999._999._Fem_1._1._Kid_-999._999._Edu_-999._999._XP_-999._999._FXP_-999._999._Coh_-999._999._LFP_-999._999._FLFP_-999._999._Ass_-999._999._Year_-999._999.                   
  66,          0.45042912,          0.28398000,       7142.85714286,         -0.16644912,   6758,LFP     _Age_51._75._Mar_-999._999._Fem_1._1._Kid_-999._999._Edu_-999._999._XP_-999._999._FXP_-999._999._Coh_-999._999._LFP_-999._999._FLFP_-999._999._Ass_-999._999._Year_-999._999.                   
  67,          0.04172193,          0.05668000,      33333.33333333,          0.01495807,   8293,Part-Time     _Age_51._75._Mar_1._1._Fem_1._1._Kid_-999._999._Edu_-999._999._XP_-999._999._FXP_-999._999._Coh_-999._999._LFP_-999._999._FLFP_-999._999._Ass_-999._999._Year_-999._999.                  
  68,          0.03451777,          0.07712000,      16666.66666667,          0.04260223,   5910,Part-Time     _Age_51._75._Mar_0._0._Fem_1._1._Kid_-999._999._Edu_-999._999._XP_-999._999._FXP_-999._999._Coh_-999._999._LFP_-999._999._FLFP_-999._999._Ass_-999._999._Year_-999._999.                  
  69,          0.64855876,          0.57358000,       6666.66666667,         -0.07497876,   3608,FLFP     _Age_51._55._Mar_-999._999._Fem_0._0._Kid_-999._999._Edu_-999._999._XP_-999._999._FXP_-999._999._Coh_-999._999._LFP_1._999._FLFP_-999._999._Ass_-999._999._Year_-999._999.                     
  70,          0.64581046,          0.57042000,       4545.45454545,         -0.07539046,   2733,FLFP     _Age_56._60._Mar_-999._999._Fem_0._0._Kid_-999._999._Edu_-999._999._XP_-999._999._FXP_-999._999._Coh_-999._999._LFP_1._999._FLFP_-999._999._Ass_-999._999._Year_-999._999.                     
  71,          0.52858628,          0.46888000,       2941.17647059,         -0.05970628,   1924,FLFP     _Age_61._65._Mar_-999._999._Fem_0._0._Kid_-999._999._Edu_-999._999._XP_-999._999._FXP_-999._999._Coh_-999._999._LFP_1._999._FLFP_-999._999._Ass_-999._999._Year_-999._999.                     
  72,          0.51162791,          0.38686000,       1149.42528736,         -0.12476791,    688,FLFP     _Age_66._70._Mar_-999._999._Fem_0._0._Kid_-999._999._Edu_-999._999._XP_-999._999._FXP_-999._999._Coh_-999._999._LFP_1._999._FLFP_-999._999._Ass_-999._999._Year_-999._999.                     
  73,          0.54014108,          0.59773000,       4347.82608696,          0.05758892,   2977,FLFP     _Age_51._55._Mar_-999._999._Fem_1._1._Kid_-999._999._Edu_-999._999._XP_-999._999._FXP_-999._999._Coh_-999._999._LFP_1._999._FLFP_-999._999._Ass_-999._999._Year_-999._999.                     
  74,          0.51575342,          0.52769000,       2631.57894737,          0.01193658,   1460,FLFP     _Age_56._60._Mar_-999._999._Fem_1._1._Kid_-999._999._Edu_-999._999._XP_-999._999._FXP_-999._999._Coh_-999._999._LFP_1._999._FLFP_-999._999._Ass_-999._999._Year_-999._999.                     
  75,          0.48843931,          0.41606000,       1123.59550562,         -0.07237931,    692,FLFP     _Age_61._65._Mar_-999._999._Fem_1._1._Kid_-999._999._Edu_-999._999._XP_-999._999._FXP_-999._999._Coh_-999._999._LFP_1._999._FLFP_-999._999._Ass_-999._999._Year_-999._999.                     
  76,          0.47826087,          0.31683000,        467.28971963,         -0.16143087,    115,FLFP     _Age_66._70._Mar_-999._999._Fem_1._1._Kid_-999._999._Edu_-999._999._XP_-999._999._FXP_-999._999._Coh_-999._999._LFP_1._999._FLFP_-999._999._Ass_-999._999._Year_-999._999.                     
  77,          0.54838710,          0.30556000,        169.77928693,         -0.24282710,     31,FLFP     _Age_71._75._Mar_-999._999._Fem_1._1._Kid_-999._999._Edu_-999._999._XP_-999._999._FXP_-999._999._Coh_-999._999._LFP_1._999._FLFP_-999._999._Ass_-999._999._Year_-999._999.                     
  78,          0.53226408,          0.50074000,       8333.33333333,         -0.03152408,   5362,FLFP     _Age_51._75._Mar_-999._999._Fem_0._0._Kid_-999._999._Edu_0._7._XP_-999._999._FXP_-999._999._Coh_-999._999._LFP_1._999._FLFP_-999._999._Ass_-999._999._Year_-999._999.                          
  79,          0.71397091,          0.47842000,       3333.33333333,         -0.23555091,   2269,FLFP     _Age_51._75._Mar_-999._999._Fem_0._0._Kid_-999._999._Edu_8._11._XP_-999._999._FXP_-999._999._Coh_-999._999._LFP_1._999._FLFP_-999._999._Ass_-999._999._Year_-999._999.                         
  80,          0.67689946,          0.62549000,       3333.33333333,         -0.05140946,   1303,FLFP     _Age_51._75._Mar_-999._999._Fem_0._0._Kid_-999._999._Edu_12._15._XP_-999._999._FXP_-999._999._Coh_-999._999._LFP_1._999._FLFP_-999._999._Ass_-999._999._Year_-999._999.                        
  81,          0.71532847,          0.67925000,        970.87378641,         -0.03607847,    274,FLFP     _Age_51._75._Mar_-999._999._Fem_0._0._Kid_-999._999._Edu_16._999._XP_-999._999._FXP_-999._999._Coh_-999._999._LFP_1._999._FLFP_-999._999._Ass_-999._999._Year_-999._999.                       
  82,          0.42765175,          0.37750000,       3448.27586207,         -0.05015175,   3262,FLFP     _Age_51._75._Mar_-999._999._Fem_1._1._Kid_-999._999._Edu_0._7._XP_-999._999._FXP_-999._999._Coh_-999._999._LFP_1._999._FLFP_-999._999._Ass_-999._999._Year_-999._999.                          
  83,          0.52823920,          0.53741000,       2380.95238095,          0.00917080,    903,FLFP     _Age_51._75._Mar_-999._999._Fem_1._1._Kid_-999._999._Edu_8._11._XP_-999._999._FXP_-999._999._Coh_-999._999._LFP_1._999._FLFP_-999._999._Ass_-999._999._Year_-999._999.                         
  84,          0.81442080,          0.63550000,       2272.72727273,         -0.17892080,    846,FLFP     _Age_51._75._Mar_-999._999._Fem_1._1._Kid_-999._999._Edu_12._15._XP_-999._999._FXP_-999._999._Coh_-999._999._LFP_1._999._FLFP_-999._999._Ass_-999._999._Year_-999._999.                        
  85,          0.79545455,          0.87500000,       1886.79245283,          0.07954545,    264,FLFP     _Age_51._75._Mar_-999._999._Fem_1._1._Kid_-999._999._Edu_16._999._XP_-999._999._FXP_-999._999._Coh_-999._999._LFP_1._999._FLFP_-999._999._Ass_-999._999._Year_-999._999.                       
  86,          0.00000000,          0.07853000,       8333.33333333,          0.07853000,   1208,FLFP     _Age_51._75._Mar_-999._999._Fem_0._0._Kid_-999._999._Edu_-999._999._XP_-999._999._FXP_0._0._Coh_-999._999._LFP_1._999._FLFP_-999._999._Ass_-999._999._Year_-999._999.                          
  87,          0.70499159,          0.27684000,       2631.57894737,         -0.42815159,   1783,FLFP     _Age_51._75._Mar_-999._999._Fem_0._0._Kid_-999._999._Edu_-999._999._XP_-999._999._FXP_1._10._Coh_-999._999._LFP_1._999._FLFP_-999._999._Ass_-999._999._Year_-999._999.                         
  88,          0.69071003,          0.68673000,      12500.00000000,         -0.00398003,   6211,FLFP     _Age_51._75._Mar_-999._999._Fem_0._0._Kid_-999._999._Edu_-999._999._XP_-999._999._FXP_11._999._Coh_-999._999._LFP_1._999._FLFP_-999._999._Ass_-999._999._Year_-999._999.                       
  89,          0.00000000,          0.06623000,       7142.85714286,          0.06623000,   1130,FLFP     _Age_51._75._Mar_-999._999._Fem_1._1._Kid_-999._999._Edu_-999._999._XP_-999._999._FXP_0._0._Coh_-999._999._LFP_1._999._FLFP_-999._999._Ass_-999._999._Year_-999._999.                          
  90,          0.57774886,          0.46320000,       1851.85185185,         -0.11454886,   1537,FLFP     _Age_51._75._Mar_-999._999._Fem_1._1._Kid_-999._999._Edu_-999._999._XP_-999._999._FXP_1._10._Coh_-999._999._LFP_1._999._FLFP_-999._999._Ass_-999._999._Year_-999._999.                         
  91,          0.72230829,          0.73768000,       6250.00000000,          0.01537171,   2582,FLFP     _Age_51._75._Mar_-999._999._Fem_1._1._Kid_-999._999._Edu_-999._999._XP_-999._999._FXP_11._999._Coh_-999._999._LFP_1._999._FLFP_-999._999._Ass_-999._999._Year_-999._999.                       
  92,          0.23033405,          0.14200000,      14285.71428571,         -0.08833405,   3712,HHLFP     _Age_51._75._Mar_1._1._Fem_-999._999._Kid_-999._999._Edu_-999._999._XP_-999._999._FXP_-999._999._Coh_-999._999._LFP_-999._999._FLFP_-999._999._Ass_-999._999._Year_-999._999.                 
  93,          0.28421336,          0.34298000,       8333.33333333,          0.05876664,   3712,HHLFP     _Age_51._75._Mar_1._1._Fem_-999._999._Kid_-999._999._Edu_-999._999._XP_-999._999._FXP_-999._999._Coh_-999._999._LFP_-999._999._FLFP_-999._999._Ass_-999._999._Year_-999._999.                 
  94,          0.09590517,          0.06608000,      33333.33333333,         -0.02982517,   3712,HHLFP     _Age_51._75._Mar_1._1._Fem_-999._999._Kid_-999._999._Edu_-999._999._XP_-999._999._FXP_-999._999._Coh_-999._999._LFP_-999._999._FLFP_-999._999._Ass_-999._999._Year_-999._999.                 
