		collinear	means	Assets	Assets	LFP	LFP	Cov	Cov	Earn	Earn	lagEarn	lagEarn	EarnDif	EarnDif	NbEarn	NbEarn	NbCov	NbCov	Age	Age	Married	Married	Female	Female	Numk	Numk	Edu	Edu	XP	XP	CovXP	CovXP	Cohort	Cohort	LFP	LFP	Cov	Cov	lagLFP	lagLFP	lagCov	lagCov	Assets	Assets	Year	Year	YearOdd	YearOdd
100	ItoI	0	0	-999	999	1	999	0	0	-999	999	-999	999	-999	999	-999	999	-999	999	51	75	-999	999	1	1	-999	999	-999	999	-999	999	-999	999	-999	999	-999	999	-999	999	1	1	0	0	-999	999	2006	2006	0	0
101	ItoH	0	0	-999	999	0	0	-999	999	-999	999	-999	999	-999	999	-999	999	-999	999	51	75	-999	999	1	1	-999	999	-999	999	-999	999	-999	999	-999	999	-999	999	-999	999	1	1	0	0	-999	999	2006	2006	0	0
102	HtoF	0	0	-999	999	1	999	1	1	-999	999	-999	999	-999	999	-999	999	-999	999	51	75	-999	999	1	1	-999	999	-999	999	-999	999	-999	999	-999	999	-999	999	-999	999	0	0	-999	999	-999	999	2006	2006	0	0
103	HtoI	0	0	-999	999	1	999	0	0	-999	999	-999	999	-999	999	-999	999	-999	999	51	75	-999	999	1	1	-999	999	-999	999	-999	999	-999	999	-999	999	-999	999	-999	999	0	0	-999	999	-999	999	2006	2006	0	0
104	HtoH	0	0	-999	999	0	0	-999	999	-999	999	-999	999	-999	999	-999	999	-999	999	51	75	-999	999	1	1	-999	999	-999	999	-999	999	-999	999	-999	999	-999	999	-999	999	0	0	-999	999	-999	999	2006	2006	0	0
105	FtoF	0	0	-999	999	1	999	1	1	-999	999	-999	999	-999	999	-999	999	-999	999	51	75	-999	999	0	0	-999	999	-999	999	-999	999	-999	999	-999	999	-999	999	-999	999	1	1	1	1	-999	999	2006	2006	0	0
106	FtoI	0	0	-999	999	1	999	0	0	-999	999	-999	999	-999	999	-999	999	-999	999	51	75	-999	999	0	0	-999	999	-999	999	-999	999	-999	999	-999	999	-999	999	-999	999	1	1	1	1	-999	999	2006	2006	0	0
107	FtoH	0	0	-999	999	0	0	-999	999	-999	999	-999	999	-999	999	-999	999	-999	999	51	75	-999	999	0	0	-999	999	-999	999	-999	999	-999	999	-999	999	-999	999	-999	999	1	1	1	1	-999	999	2006	2006	0	0
108	ItoF	0	0	-999	999	1	999	1	1	-999	999	-999	999	-999	999	-999	999	-999	999	51	75	-999	999	0	0	-999	999	-999	999	-999	999	-999	999	-999	999	-999	999	-999	999	1	1	0	0	-999	999	2006	2006	0	0
109	ItoI	0	0	-999	999	1	999	0	0	-999	999	-999	999	-999	999	-999	999	-999	999	51	75	-999	999	0	0	-999	999	-999	999	-999	999	-999	999	-999	999	-999	999	-999	999	1	1	0	0	-999	999	2006	2006	0	0
110	ItoH	0	0	-999	999	0	0	-999	999	-999	999	-999	999	-999	999	-999	999	-999	999	51	75	-999	999	0	0	-999	999	-999	999	-999	999	-999	999	-999	999	-999	999	-999	999	1	1	0	0	-999	999	2006	2006	0	0
111	HtoF	0	0	-999	999	1	999	1	1	-999	999	-999	999	-999	999	-999	999	-999	999	51	75	-999	999	0	0	-999	999	-999	999	-999	999	-999	999	-999	999	-999	999	-999	999	0	0	-999	999	-999	999	2006	2006	0	0
112	HtoI	0	0	-999	999	1	999	0	0	-999	999	-999	999	-999	999	-999	999	-999	999	51	75	-999	999	0	0	-999	999	-999	999	-999	999	-999	999	-999	999	-999	999	-999	999	0	0	-999	999	-999	999	2006	2006	0	0
113	HtoH	0	0	-999	999	0	0	-999	999	-999	999	-999	999	-999	999	-999	999	-999	999	51	75	-999	999	0	0	-999	999	-999	999	-999	999	-999	999	-999	999	-999	999	-999	999	0	0	-999	999	-999	999	2006	2006	0	0
114	Earning_Bins	0	0	-999	999	-999	999	-999	999	-999	1	-999	999	-999	999	-999	999	-999	999	51	75	-999	999	0	0	-999	999	-999	999	-999	999	-999	999	-999	999	1	999	1	1	-999	999	-999	999	-999	999	2004	2008	0	1
115	Earning_Bins	0	0	-999	999	-999	999	-999	999	1.00000001	2	-999	999	-999	999	-999	999	-999	999	51	75	-999	999	0	0	-999	999	-999	999	-999	999	-999	999	-999	999	1	999	1	1	-999	999	-999	999	-999	999	2004	2008	0	1
116	Earning_Bins	0	0	-999	999	-999	999	-999	999	2.00000001	3	-999	999	-999	999	-999	999	-999	999	51	75	-999	999	0	0	-999	999	-999	999	-999	999	-999	999	-999	999	1	999	1	1	-999	999	-999	999	-999	999	2004	2008	0	1
117	Earning_Bins	0	0	-999	999	-999	999	-999	999	3.00000001	4	-999	999	-999	999	-999	999	-999	999	51	75	-999	999	0	0	-999	999	-999	999	-999	999	-999	999	-999	999	1	999	1	1	-999	999	-999	999	-999	999	2004	2008	0	1
118	Earning_Bins	0	0	-999	999	-999	999	-999	999	4.00000001	5	-999	999	-999	999	-999	999	-999	999	51	75	-999	999	0	0	-999	999	-999	999	-999	999	-999	999	-999	999	1	999	1	1	-999	999	-999	999	-999	999	2004	2008	0	1
119	Earning_Bins	0	0	-999	999	-999	999	-999	999	5.00000001	999	-999	999	-999	999	-999	999	-999	999	51	75	-999	999	0	0	-999	999	-999	999	-999	999	-999	999	-999	999	1	999	1	1	-999	999	-999	999	-999	999	2004	2008	0	1
120	Earning_Bins	0	0	-999	999	-999	999	-999	999	-999	1	-999	999	-999	999	-999	999	-999	999	51	75	-999	999	0	0	-999	999	-999	999	-999	999	-999	999	-999	999	1	999	0	0	-999	999	-999	999	-999	999	2004	2008	0	1
121	Earning_Bins	0	0	-999	999	-999	999	-999	999	1.00000001	2	-999	999	-999	999	-999	999	-999	999	51	75	-999	999	0	0	-999	999	-999	999	-999	999	-999	999	-999	999	1	999	0	0	-999	999	-999	999	-999	999	2004	2008	0	1
122	Earning_Bins	0	0	-999	999	-999	999	-999	999	2.00000001	3	-999	999	-999	999	-999	999	-999	999	51	75	-999	999	0	0	-999	999	-999	999	-999	999	-999	999	-999	999	1	999	0	0	-999	999	-999	999	-999	999	2004	2008	0	1
123	Earning_Bins	0	0	-999	999	-999	999	-999	999	3.00000001	4	-999	999	-999	999	-999	999	-999	999	51	75	-999	999	0	0	-999	999	-999	999	-999	999	-999	999	-999	999	1	999	0	0	-999	999	-999	999	-999	999	2004	2008	0	1
124	Earning_Bins	0	0	-999	999	-999	999	-999	999	4.00000001	5	-999	999	-999	999	-999	999	-999	999	51	75	-999	999	0	0	-999	999	-999	999	-999	999	-999	999	-999	999	1	999	0	0	-999	999	-999	999	-999	999	2004	2008	0	1
125	Earning_Bins	0	0	-999	999	-999	999	-999	999	5.00000001	999	-999	999	-999	999	-999	999	-999	999	51	75	-999	999	0	0	-999	999	-999	999	-999	999	-999	999	-999	999	1	999	0	0	-999	999	-999	999	-999	999	2004	2008	0	1
126	Earning_Bins	0	0	-999	999	-999	999	-999	999	-999	1	-999	999	-999	999	-999	999	-999	999	51	75	-999	999	1	1	-999	999	-999	999	-999	999	-999	999	-999	999	1	999	1	1	-999	999	-999	999	-999	999	2004	2008	0	1
127	Earning_Bins	0	0	-999	999	-999	999	-999	999	1.00000001	2	-999	999	-999	999	-999	999	-999	999	51	75	-999	999	1	1	-999	999	-999	999	-999	999	-999	999	-999	999	1	999	1	1	-999	999	-999	999	-999	999	2004	2008	0	1
128	Earning_Bins	0	0	-999	999	-999	999	-999	999	2.00000001	3	-999	999	-999	999	-999	999	-999	999	51	75	-999	999	1	1	-999	999	-999	999	-999	999	-999	999	-999	999	1	999	1	1	-999	999	-999	999	-999	999	2004	2008	0	1
129	Earning_Bins	0	0	-999	999	-999	999	-999	999	3.00000001	4	-999	999	-999	999	-999	999	-999	999	51	75	-999	999	1	1	-999	999	-999	999	-999	999	-999	999	-999	999	1	999	1	1	-999	999	-999	999	-999	999	2004	2008	0	1
130	Earning_Bins	0	0	-999	999	-999	999	-999	999	4.00000001	5	-999	999	-999	999	-999	999	-999	999	51	75	-999	999	1	1	-999	999	-999	999	-999	999	-999	999	-999	999	1	999	1	1	-999	999	-999	999	-999	999	2004	2008	0	1
131	Earning_Bins	0	0	-999	999	-999	999	-999	999	5.00000001	999	-999	999	-999	999	-999	999	-999	999	51	75	-999	999	1	1	-999	999	-999	999	-999	999	-999	999	-999	999	1	999	1	1	-999	999	-999	999	-999	999	2004	2008	0	1
132	Earning_Bins	0	0	-999	999	-999	999	-999	999	-999	1	-999	999	-999	999	-999	999	-999	999	51	75	-999	999	1	1	-999	999	-999	999	-999	999	-999	999	-999	999	1	999	0	0	-999	999	-999	999	-999	999	2004	2008	0	1
133	Earning_Bins	0	0	-999	999	-999	999	-999	999	1.00000001	2	-999	999	-999	999	-999	999	-999	999	51	75	-999	999	1	1	-999	999	-999	999	-999	999	-999	999	-999	999	1	999	0	0	-999	999	-999	999	-999	999	2004	2008	0	1
134	Earning_Bins	0	0	-999	999	-999	999	-999	999	2.00000001	3	-999	999	-999	999	-999	999	-999	999	51	75	-999	999	1	1	-999	999	-999	999	-999	999	-999	999	-999	999	1	999	0	0	-999	999	-999	999	-999	999	2004	2008	0	1
135	Earning_Bins	0	0	-999	999	-999	999	-999	999	3.00000001	4	-999	999	-999	999	-999	999	-999	999	51	75	-999	999	1	1	-999	999	-999	999	-999	999	-999	999	-999	999	1	999	0	0	-999	999	-999	999	-999	999	2004	2008	0	1
136	Earning_Bins	0	0	-999	999	-999	999	-999	999	4.00000001	5	-999	999	-999	999	-999	999	-999	999	51	75	-999	999	1	1	-999	999	-999	999	-999	999	-999	999	-999	999	1	999	0	0	-999	999	-999	999	-999	999	2004	2008	0	1
137	Earning_Bins	0	0	-999	999	-999	999	-999	999	5.00000001	999	-999	999	-999	999	-999	999	-999	999	51	75	-999	999	1	1	-999	999	-999	999	-999	999	-999	999	-999	999	1	999	0	0	-999	999	-999	999	-999	999	2004	2008	0	1
138	Earning_Bins	0	0	-999	999	-999	999	-999	999	-999	1	-999	999	-999	999	-999	999	-999	999	51	75	-999	999	0	0	-999	999	8	11	-999	999	-999	999	-999	999	1	999	1	1	-999	999	-999	999	-999	999	2004	2008	0	1
139	Earning_Bins	0	0	-999	999	-999	999	-999	999	1.00000001	2	-999	999	-999	999	-999	999	-999	999	51	75	-999	999	0	0	-999	999	8	11	-999	999	-999	999	-999	999	1	999	1	1	-999	999	-999	999	-999	999	2004	2008	0	1
140	Earning_Bins	0	0	-999	999	-999	999	-999	999	2.00000001	3	-999	999	-999	999	-999	999	-999	999	51	75	-999	999	0	0	-999	999	8	11	-999	999	-999	999	-999	999	1	999	1	1	-999	999	-999	999	-999	999	2004	2008	0	1
141	Earning_Bins	0	0	-999	999	-999	999	-999	999	3.00000001	4	-999	999	-999	999	-999	999	-999	999	51	75	-999	999	0	0	-999	999	8	11	-999	999	-999	999	-999	999	1	999	1	1	-999	999	-999	999	-999	999	2004	2008	0	1
142	Earning_Bins	0	0	-999	999	-999	999	-999	999	4.00000001	5	-999	999	-999	999	-999	999	-999	999	51	75	-999	999	0	0	-999	999	8	11	-999	999	-999	999	-999	999	1	999	1	1	-999	999	-999	999	-999	999	2004	2008	0	1
143	Earning_Bins	0	0	-999	999	-999	999	-999	999	5.00000001	999	-999	999	-999	999	-999	999	-999	999	51	75	-999	999	0	0	-999	999	8	11	-999	999	-999	999	-999	999	1	999	1	1	-999	999	-999	999	-999	999	2004	2008	0	1
144	Earning_Bins	0	0	-999	999	-999	999	-999	999	-999	1	-999	999	-999	999	-999	999	-999	999	51	75	-999	999	0	0	-999	999	8	11	-999	999	-999	999	-999	999	1	999	0	0	-999	999	-999	999	-999	999	2004	2008	0	1
145	Earning_Bins	0	0	-999	999	-999	999	-999	999	1.00000001	2	-999	999	-999	999	-999	999	-999	999	51	75	-999	999	0	0	-999	999	8	11	-999	999	-999	999	-999	999	1	999	0	0	-999	999	-999	999	-999	999	2004	2008	0	1
146	Earning_Bins	0	0	-999	999	-999	999	-999	999	2.00000001	3	-999	999	-999	999	-999	999	-999	999	51	75	-999	999	0	0	-999	999	8	11	-999	999	-999	999	-999	999	1	999	0	0	-999	999	-999	999	-999	999	2004	2008	0	1
147	Earning_Bins	0	0	-999	999	-999	999	-999	999	3.00000001	4	-999	999	-999	999	-999	999	-999	999	51	75	-999	999	0	0	-999	999	8	11	-999	999	-999	999	-999	999	1	999	0	0	-999	999	-999	999	-999	999	2004	2008	0	1
148	Earning_Bins	0	0	-999	999	-999	999	-999	999	4.00000001	5	-999	999	-999	999	-999	999	-999	999	51	75	-999	999	0	0	-999	999	8	11	-999	999	-999	999	-999	999	1	999	0	0	-999	999	-999	999	-999	999	2004	2008	0	1
149	Earning_Bins	0	0	-999	999	-999	999	-999	999	5.00000001	999	-999	999	-999	999	-999	999	-999	999	51	75	-999	999	0	0	-999	999	8	11	-999	999	-999	999	-999	999	1	999	0	0	-999	999	-999	999	-999	999	2004	2008	0	1
150	Earning_Bins	0	0	-999	999	-999	999	-999	999	-999	1	-999	999	-999	999	-999	999	-999	999	51	75	-999	999	1	1	-999	999	12	15	-999	999	-999	999	-999	999	1	999	1	1	-999	999	-999	999	-999	999	2004	2008	0	1
151	Earning_Bins	0	0	-999	999	-999	999	-999	999	1.00000001	2	-999	999	-999	999	-999	999	-999	999	51	75	-999	999	1	1	-999	999	12	15	-999	999	-999	999	-999	999	1	999	1	1	-999	999	-999	999	-999	999	2004	2008	0	1
152	Earning_Bins	0	0	-999	999	-999	999	-999	999	2.00000001	3	-999	999	-999	999	-999	999	-999	999	51	75	-999	999	1	1	-999	999	12	15	-999	999	-999	999	-999	999	1	999	1	1	-999	999	-999	999	-999	999	2004	2008	0	1
153	Earning_Bins	0	0	-999	999	-999	999	-999	999	3.00000001	4	-999	999	-999	999	-999	999	-999	999	51	75	-999	999	1	1	-999	999	12	15	-999	999	-999	999	-999	999	1	999	1	1	-999	999	-999	999	-999	999	2004	2008	0	1
154	Earning_Bins	0	0	-999	999	-999	999	-999	999	4.00000001	5	-999	999	-999	999	-999	999	-999	999	51	75	-999	999	1	1	-999	999	12	15	-999	999	-999	999	-999	999	1	999	1	1	-999	999	-999	999	-999	999	2004	2008	0	1
155	Earning_Bins	0	0	-999	999	-999	999	-999	999	5.00000001	999	-999	999	-999	999	-999	999	-999	999	51	75	-999	999	1	1	-999	999	12	15	-999	999	-999	999	-999	999	1	999	1	1	-999	999	-999	999	-999	999	2004	2008	0	1
156	Earning_Bins	0	0	-999	999	-999	999	-999	999	-999	1	-999	999	-999	999	-999	999	-999	999	51	75	-999	999	1	1	-999	999	12	15	-999	999	-999	999	-999	999	1	999	0	0	-999	999	-999	999	-999	999	2004	2008	0	1
157	Earning_Bins	0	0	-999	999	-999	999	-999	999	1.00000001	2	-999	999	-999	999	-999	999	-999	999	51	75	-999	999	1	1	-999	999	12	15	-999	999	-999	999	-999	999	1	999	0	0	-999	999	-999	999	-999	999	2004	2008	0	1
158	Earning_Bins	0	0	-999	999	-999	999	-999	999	2.00000001	3	-999	999	-999	999	-999	999	-999	999	51	75	-999	999	1	1	-999	999	12	15	-999	999	-999	999	-999	999	1	999	0	0	-999	999	-999	999	-999	999	2004	2008	0	1
159	Earning_Bins	0	0	-999	999	-999	999	-999	999	3.00000001	4	-999	999	-999	999	-999	999	-999	999	51	75	-999	999	1	1	-999	999	12	15	-999	999	-999	999	-999	999	1	999	0	0	-999	999	-999	999	-999	999	2004	2008	0	1
160	Earning_Bins	0	0	-999	999	-999	999	-999	999	4.00000001	5	-999	999	-999	999	-999	999	-999	999	51	75	-999	999	1	1	-999	999	12	15	-999	999	-999	999	-999	999	1	999	0	0	-999	999	-999	999	-999	999	2004	2008	0	1
161	Earning_Bins	0	0	-999	999	-999	999	-999	999	5.00000001	999	-999	999	-999	999	-999	999	-999	999	51	75	-999	999	1	1	-999	999	12	15	-999	999	-999	999	-999	999	1	999	0	0	-999	999	-999	999	-999	999	2004	2008	0	1
162	ItoF<-0.5	0	0	-999	999	-999	999	-999	999	-999	999	-999	999	-999	-0.5	-999	999	-999	999	51	75	-999	999	-999	999	-999	999	-999	999	-999	999	-999	999	-999	999	1	999	1	1	1	1	0	0	-999	999	2006	2006	0	0
163	ItoF<0	0	0	-999	999	-999	999	-999	999	-999	999	-999	999	-0.499999	0	-999	999	-999	999	51	75	-999	999	-999	999	-999	999	-999	999	-999	999	-999	999	-999	999	1	999	1	1	1	1	0	0	-999	999	2006	2006	0	0
164	ItoF<0.25	0	0	-999	999	-999	999	-999	999	-999	999	-999	999	0.000001	0.25	-999	999	-999	999	51	75	-999	999	-999	999	-999	999	-999	999	-999	999	-999	999	-999	999	1	999	1	1	1	1	0	0	-999	999	2006	2006	0	0
165	ItoF<0.5	0	0	-999	999	-999	999	-999	999	-999	999	-999	999	0.250001	0.5	-999	999	-999	999	51	75	-999	999	-999	999	-999	999	-999	999	-999	999	-999	999	-999	999	1	999	1	1	1	1	0	0	-999	999	2006	2006	0	0
166	ItoF<0.75	0	0	-999	999	-999	999	-999	999	-999	999	-999	999	0.500001	0.75	-999	999	-999	999	51	75	-999	999	-999	999	-999	999	-999	999	-999	999	-999	999	-999	999	1	999	1	1	1	1	0	0	-999	999	2006	2006	0	0
167	ItoF<1	0	0	-999	999	-999	999	-999	999	-999	999	-999	999	0.750001	1	-999	999	-999	999	51	75	-999	999	-999	999	-999	999	-999	999	-999	999	-999	999	-999	999	1	999	1	1	1	1	0	0	-999	999	2006	2006	0	0
168	ItoF>1	0	0	-999	999	-999	999	-999	999	-999	999	-999	999	1.00001	999	-999	999	-999	999	51	75	-999	999	-999	999	-999	999	-999	999	-999	999	-999	999	-999	999	1	999	1	1	1	1	0	0	-999	999	2006	2006	0	0
169	FtoI<-0.5	0	0	-999	999	-999	999	-999	999	-999	999	-999	999	-999	-0.5	-999	999	-999	999	51	75	-999	999	-999	999	-999	999	-999	999	-999	999	-999	999	-999	999	1	999	0	0	1	1	1	1	-999	999	2006	2006	0	0
170	FtoI<0	0	0	-999	999	-999	999	-999	999	-999	999	-999	999	-0.499999	0	-999	999	-999	999	51	75	-999	999	-999	999	-999	999	-999	999	-999	999	-999	999	-999	999	1	999	0	0	1	1	1	1	-999	999	2006	2006	0	0
171	FtoI<0.25	0	0	-999	999	-999	999	-999	999	-999	999	-999	999	0.000001	0.25	-999	999	-999	999	51	75	-999	999	-999	999	-999	999	-999	999	-999	999	-999	999	-999	999	1	999	0	0	1	1	1	1	-999	999	2006	2006	0	0
172	FtoI<0.5	0	0	-999	999	-999	999	-999	999	-999	999	-999	999	0.250001	0.5	-999	999	-999	999	51	75	-999	999	-999	999	-999	999	-999	999	-999	999	-999	999	-999	999	1	999	0	0	1	1	1	1	-999	999	2006	2006	0	0
173	FtoI<0.75	0	0	-999	999	-999	999	-999	999	-999	999	-999	999	0.500001	0.75	-999	999	-999	999	51	75	-999	999	-999	999	-999	999	-999	999	-999	999	-999	999	-999	999	1	999	0	0	1	1	1	1	-999	999	2006	2006	0	0
174	FtoI<1	0	0	-999	999	-999	999	-999	999	-999	999	-999	999	0.750001	1	-999	999	-999	999	51	75	-999	999	-999	999	-999	999	-999	999	-999	999	-999	999	-999	999	1	999	0	0	1	1	1	1	-999	999	2006	2006	0	0
175	FtoI>1	0	0	-999	999	-999	999	-999	999	-999	999	-999	999	1.00001	999	-999	999	-999	999	51	75	-999	999	-999	999	-999	999	-999	999	-999	999	-999	999	-999	999	1	999	0	0	1	1	1	1	-999	999	2006	2006	0	0
176	FtoF<-0.5	0	0	-999	999	-999	999	-999	999	-999	999	-999	999	-999	-0.5	-999	999	-999	999	51	75	-999	999	-999	999	-999	999	-999	999	-999	999	-999	999	-999	999	1	999	1	1	1	1	1	1	-999	999	2006	2006	0	0
177	FtoF<0	0	0	-999	999	-999	999	-999	999	-999	999	-999	999	-0.499999	0	-999	999	-999	999	51	75	-999	999	-999	999	-999	999	-999	999	-999	999	-999	999	-999	999	1	999	1	1	1	1	1	1	-999	999	2006	2006	0	0
178	FtoF<0.25	0	0	-999	999	-999	999	-999	999	-999	999	-999	999	0.000001	0.25	-999	999	-999	999	51	75	-999	999	-999	999	-999	999	-999	999	-999	999	-999	999	-999	999	1	999	1	1	1	1	1	1	-999	999	2006	2006	0	0
179	FtoF<0.5	0	0	-999	999	-999	999	-999	999	-999	999	-999	999	0.250001	0.5	-999	999	-999	999	51	75	-999	999	-999	999	-999	999	-999	999	-999	999	-999	999	-999	999	1	999	1	1	1	1	1	1	-999	999	2006	2006	0	0
180	FtoF<0.75	0	0	-999	999	-999	999	-999	999	-999	999	-999	999	0.500001	0.75	-999	999	-999	999	51	75	-999	999	-999	999	-999	999	-999	999	-999	999	-999	999	-999	999	1	999	1	1	1	1	1	1	-999	999	2006	2006	0	0
181	FtoF<1	0	0	-999	999	-999	999	-999	999	-999	999	-999	999	0.750001	1	-999	999	-999	999	51	75	-999	999	-999	999	-999	999	-999	999	-999	999	-999	999	-999	999	1	999	1	1	1	1	1	1	-999	999	2006	2006	0	0
182	FtoF>1	0	0	-999	999	-999	999	-999	999	-999	999	-999	999	1.00001	999	-999	999	-999	999	51	75	-999	999	-999	999	-999	999	-999	999	-999	999	-999	999	-999	999	1	999	1	1	1	1	1	1	-999	999	2006	2006	0	0
183	ItoI<-0.5	0	0	-999	999	-999	999	-999	999	-999	999	-999	999	-999	-0.5	-999	999	-999	999	51	75	-999	999	-999	999	-999	999	-999	999	-999	999	-999	999	-999	999	1	999	0	0	1	1	0	0	-999	999	2006	2006	0	0
184	ItoI<0	0	0	-999	999	-999	999	-999	999	-999	999	-999	999	-0.499999	0	-999	999	-999	999	51	75	-999	999	-999	999	-999	999	-999	999	-999	999	-999	999	-999	999	1	999	0	0	1	1	0	0	-999	999	2006	2006	0	0
185	ItoI<0.25	0	0	-999	999	-999	999	-999	999	-999	999	-999	999	0.000001	0.25	-999	999	-999	999	51	75	-999	999	-999	999	-999	999	-999	999	-999	999	-999	999	-999	999	1	999	0	0	1	1	0	0	-999	999	2006	2006	0	0
186	ItoI<0.5	0	0	-999	999	-999	999	-999	999	-999	999	-999	999	0.250001	0.5	-999	999	-999	999	51	75	-999	999	-999	999	-999	999	-999	999	-999	999	-999	999	-999	999	1	999	0	0	1	1	0	0	-999	999	2006	2006	0	0
187	ItoI<0.75	0	0	-999	999	-999	999	-999	999	-999	999	-999	999	0.500001	0.75	-999	999	-999	999	51	75	-999	999	-999	999	-999	999	-999	999	-999	999	-999	999	-999	999	1	999	0	0	1	1	0	0	-999	999	2006	2006	0	0
188	ItoI<1	0	0	-999	999	-999	999	-999	999	-999	999	-999	999	0.750001	1	-999	999	-999	999	51	75	-999	999	-999	999	-999	999	-999	999	-999	999	-999	999	-999	999	1	999	0	0	1	1	0	0	-999	999	2006	2006	0	0
189	ItoI>1	0	0	-999	999	-999	999	-999	999	-999	999	-999	999	1.00001	999	-999	999	-999	999	51	75	-999	999	-999	999	-999	999	-999	999	-999	999	-999	999	-999	999	1	999	0	0	1	1	0	0	-999	999	2006	2006	0	0
190	Earnings	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	51	75	-999	999	0	0	-999	999	0	7	0	25	-999	999	-999	999	1	999	1	1	-999	999	-999	999	-999	999	2004	2008	0	1
191	Earnings	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	51	75	-999	999	0	0	-999	999	0	7	25.5	999	-999	999	-999	999	1	999	1	1	-999	999	-999	999	-999	999	2004	2008	0	1
192	Earnings	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	51	75	-999	999	0	0	-999	999	8	11	0	25	-999	999	-999	999	1	999	1	1	-999	999	-999	999	-999	999	2004	2008	0	1
193	Earnings	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	51	75	-999	999	0	0	-999	999	8	11	25.5	999	-999	999	-999	999	1	999	1	1	-999	999	-999	999	-999	999	2004	2008	0	1
194	Earnings	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	51	75	-999	999	0	0	-999	999	12	15	0	25	-999	999	-999	999	1	999	1	1	-999	999	-999	999	-999	999	2004	2008	0	1
195	Earnings	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	51	75	-999	999	0	0	-999	999	12	15	25.5	999	-999	999	-999	999	1	999	1	1	-999	999	-999	999	-999	999	2004	2008	0	1
196	Earnings	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	51	75	-999	999	0	0	-999	999	16	999	0	999	-999	999	-999	999	1	999	1	1	-999	999	-999	999	-999	999	2004	2008	0	1
197	Earnings	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	51	75	-999	999	0	0	-999	999	16	999	0	999	-999	999	-999	999	1	999	1	1	-999	999	-999	999	-999	999	2004	2008	0	1
198	Earnings	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	51	75	-999	999	0	0	-999	999	0	7	0	25	-999	999	-999	999	1	999	0	0	-999	999	-999	999	-999	999	2004	2008	0	1
199	Earnings	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	51	75	-999	999	0	0	-999	999	0	7	25.5	999	-999	999	-999	999	1	999	0	0	-999	999	-999	999	-999	999	2004	2008	0	1
200	Earnings	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	51	75	-999	999	0	0	-999	999	8	11	0	25	-999	999	-999	999	1	999	0	0	-999	999	-999	999	-999	999	2004	2008	0	1
201	Earnings	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	51	75	-999	999	0	0	-999	999	8	11	25.5	999	-999	999	-999	999	1	999	0	0	-999	999	-999	999	-999	999	2004	2008	0	1
202	Earnings	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	51	75	-999	999	0	0	-999	999	12	15	0	25	-999	999	-999	999	1	999	0	0	-999	999	-999	999	-999	999	2004	2008	0	1
203	Earnings	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	51	75	-999	999	0	0	-999	999	12	15	25.5	999	-999	999	-999	999	1	999	0	0	-999	999	-999	999	-999	999	2004	2008	0	1
204	Earnings	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	51	75	-999	999	0	0	-999	999	16	999	0	999	-999	999	-999	999	1	999	0	0	-999	999	-999	999	-999	999	2004	2008	0	1
205	Earnings	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	51	75	-999	999	0	0	-999	999	16	999	0	999	-999	999	-999	999	1	999	0	0	-999	999	-999	999	-999	999	2004	2008	0	1
206	Earnings	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	51	75	-999	999	1	1	-999	999	0	7	0	15	-999	999	-999	999	1	999	1	1	-999	999	-999	999	-999	999	2004	2008	0	1
207	Earnings	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	51	75	-999	999	1	1	-999	999	0	7	15.5	999	-999	999	-999	999	1	999	1	1	-999	999	-999	999	-999	999	2004	2008	0	1
208	Earnings	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	51	75	-999	999	1	1	-999	999	8	11	0	15	-999	999	-999	999	1	999	1	1	-999	999	-999	999	-999	999	2004	2008	0	1
209	Earnings	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	51	75	-999	999	1	1	-999	999	8	11	15.5	999	-999	999	-999	999	1	999	1	1	-999	999	-999	999	-999	999	2004	2008	0	1
210	Earnings	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	51	75	-999	999	1	1	-999	999	12	15	0	15	-999	999	-999	999	1	999	1	1	-999	999	-999	999	-999	999	2004	2008	0	1
